register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OP	トリツギ	取り次ぎ		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ソウイ	相違		名詞-普通名詞-サ変可能	漢	1.1130	体	関係	類	異同・類似	4	0.866
OP	チンタイシャク	賃貸借		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	サシカエル	差し替える		動詞-一般	和	x.xxxx					4	0.866
OP	ワリ	割り		接尾辞-名詞的-一般	和	x.xxxx					4	0.866
OP	ジェスチャー	ジェスチャー	gesture	名詞-普通名詞-一般	外	1.3390	体	活動	生活	身振り	4	0.866
OP	ヒク	引く	他動詞	動詞-一般	和	2.3020	用	活動	心	好悪・愛憎	4	0.866
OP	ヤ	や		助詞-終助詞	和						4	0.866
OP	トビキリ	飛び切り		名詞-普通名詞-副詞可能	和	3.1920	相	関係	量	程度	4	0.866
OP	ナオサラ	尚更		副詞	和	3.1920	相	関係	量	程度	4	0.866
OP	ヨヨギ	ヨヨギ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	シナイ	竹刀		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ジー	Ｇ		記号-文字	記号	1.2760	体	主体	機関	同盟・団体	4	0.866
OP	スミツク	住み着く		動詞-一般	和	2.3333	用	活動	生活	住生活	4	0.866
OP	テンクウ	天空		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ダンドリ	段取り		名詞-普通名詞-一般	混	1.1650	体	関係	時間	順序	4	0.866
OP	シノグ	凌ぐ		動詞-一般	和	2.1563	用	関係	作用	防止・妨害・回避	4	0.866
OP	カリカエル	借り換える		動詞-一般	和	x.xxxx					4	0.866
OP	インガイ	院外		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	カイサツ	開札		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	チョウイキ	町域		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	コモル	籠もる		動詞-一般	和	2.1532	用	関係	作用	入り・入れ	4	0.866
OP	キモ	肝		名詞-普通名詞-一般	和	1.3000	体	活動	心	心	4	0.866
OP	チラシズシ	散らし寿司		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ゲンキ	元気		名詞-普通名詞-形状詞可能	漢	1.5710	体	自然	生命	生理	4	0.866
OP	ヤスミジョ	休み所		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	ヤクガク	薬学		名詞-普通名詞-一般	漢	1.3074	体	活動	心	学問・学科	4	0.866
OP	カタメン	片面		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	オンジュク	オンジュク		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ユミエ	ユミエ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	ヨツカイドウ	ヨツカイドウ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ノギ	ノギ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ショバツ	処罰		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	フンサイ	粉砕		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	シュウ	臭		接尾辞-名詞的-一般	漢	1.5040	体	自然	自然	におい	4	0.866
OP	モン	問		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	4	0.866
OP	ナカノ	ナカノ		名詞-固有名詞-地名-一般	固						4	0.866
OP	ゴバン	碁盤		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	カイセイ	海星		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	ムーミン	ムーミン		名詞-固有名詞-人名-一般	固	x.xxxx					4	0.866
OP	ケミガワ	ケミガワ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	シンゾウ	シンゾウ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	ジェーエフイー	ＪＦＥ		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	ハクジュ	白寿		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ナカダカ	中高		名詞-普通名詞-形状詞可能	和	x.xxxx					4	0.866
OP	マスオ	マスオ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	ベネチア	ベネチア	Venezia	名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	ヤキタテ	焼き立て		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ノリ	海苔		名詞-普通名詞-一般	和	1.4321	体	生産物	食料	乾物・漬け物など	4	0.866
OP	シンクウ	真空		名詞-普通名詞-一般	漢	1.5120	体	自然	物質	空気	4	0.866
OP	オダワラ	オダワラ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ヒジ	肘		名詞-普通名詞-一般	和	1.5603	体	自然	身体	手足・指	4	0.866
OP	カイヨウ	潰瘍		名詞-普通名詞-一般	漢	1.5721	体	自然	生命	病気・体調	4	0.866
OP	テン	天		名詞-普通名詞-一般	漢	1.2600	体	主体	社会	社会・世界	4	0.866
OP	ウッケツ	鬱血		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ダイタイ	大腿		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	センテン	先天		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ナカニシ	ナカニシ		名詞-固有名詞-人名-姓	固						4	0.866
OP	コ	子		名詞-普通名詞-一般	和	1.5100	体	自然	物質	物体・物質	4	0.866
OP	カロク	カロク		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	テンスウ	店数		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	トオリヌケル	通り抜ける		動詞-一般	和	2.1524	用	関係	作用	通過・普及など	4	0.866
OP	ム	無		名詞-普通名詞-一般	漢	3.1200	相	関係	存在	存在	4	0.866
OP	ホリノウチ	ホリノウチ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ニュウセン	入船		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	シュウテン	終点		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	イチゲン	一言		名詞-普通名詞-サ変可能	漢	1.3100	体	活動	言語	言語活動	4	0.866
OP	タカヤ	タカヤ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	マサカド	マサカド		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	ミヤクボ	ミヤクボ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	イネムリ	居眠り		名詞-普通名詞-サ変可能	和	1.3003	体	活動	心	飢渇・酔い・疲労・睡眠など	4	0.866
OP	ユウレイ	幽霊		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	スモウ	相撲		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	セイキョ	逝去		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	イチニ	一二		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	4	0.866
OP	コタツ	火燵		名詞-普通名詞-一般	漢	1.4470	体	生産物	住居	家具	4	0.866
OP	ゲンカク	厳格		形状詞-一般	漢	3.3610	相	活動	待遇	公式・公平	4	0.866
OP	コク	コク		記号-一般	記号	x.xxxx					4	0.866
OP	サクラ	サクラ		名詞-固有名詞-人名-名	固						4	0.866
OP	インスタント	インスタント	instant	名詞-普通名詞-形状詞可能	外	x.xxxx					4	0.866
OP	ニュウサン	乳酸		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	カンショウ	緩衝		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	スポンジ	スポンジ	sponge	名詞-普通名詞-一般	外	1.4541	体	生産物	道具	日用品	4	0.866
OP	シンヤク	新薬		名詞-普通名詞-一般	漢	1.4360	体	生産物	食料	薬剤・薬品	4	0.866
OP	ラッコ	ラッコ		名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	キノシタ	キノシタ		名詞-固有名詞-人名-姓	固						4	0.866
OP	アキコ	アキコ		名詞-固有名詞-人名-名	固	1.2390	体	主体	人物	固有人名	4	0.866
OP	アキカワ	アキカワ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	カザイ	花材		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	バッスル	罰する		動詞-一般	混	2.3682	用	活動	待遇	賞罰	4	0.866
OP	ムセイ	無声		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	タテ	立て		接尾辞-名詞的-一般	和	1.1513	体	関係	作用	固定・傾き・転倒など	4	0.866
OP	ブナイ	部内		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ロウソウ	老壮		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ナカヤ	ナカヤ		名詞-固有名詞-地名-一般	固						4	0.866
OP	フクショク	服飾		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	アンザイ	アンザイ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	テクノロジー	テクノロジー	technology	名詞-普通名詞-一般	外	1.3850	体	活動	事業	技術・設備・修理	4	0.866
OP	オドリコ	踊り子		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ムラジ	連		名詞-普通名詞-一般	和	1.2760	体	主体	機関	同盟・団体	4	0.866
OP	アーム	アーム	arm	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	オオミゾ	オオミゾ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	オビナタ	オビナタ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ハギ	萩		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	オゼキ	オゼキ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	カナダ	カナダ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	ストーマ	ストーマ	stoma	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ガンバ	ガンバ		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	ホウタイ	包帯		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ピーアールアイ	ＰＲＩ		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	エスエム	ＳＭ		名詞-普通名詞-一般	記号	x.xxxx					4	0.866
OP	ボランタ	ボランタ		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	ダシモノ	出し物		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ミミ	ミミ		名詞-固有名詞-人名-一般	固	x.xxxx					4	0.866
OP	ナシガリ	梨狩り		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	アニマル	アニマル	animal	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	マイメートル	毎メートル		名詞-普通名詞-助数詞可能	混	x.xxxx					4	0.866
OP	シーオーディー	ＣＯＤ		名詞-普通名詞-一般	記号	x.xxxx					4	0.866
OP	ヨウスイ	揚水		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	タンタン	淡々		形状詞-タリ	漢	3.3042	相	活動	心	欲望・期待・失望	4	0.866
OP	エノモト	エノモト		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	エンタープライズ	エンタープライズ	enterprise	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	メディケア	メディケア	Medicare	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	サソイダス	誘い出す		動詞-一般	和	2.3520	用	活動	交わり	応接・送迎	4	0.866
OP	メンツユ	麺汁		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	ショクズ	食酢		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	ジュクスイ	熟睡		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ディーエヌエー	ＤＮＡ		名詞-普通名詞-一般	記号	1.5300	体	自然	生物	生物	4	0.866
OP	ショナイ	所内		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	マリヤツ	マリヤツ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	クル	繰る		動詞-一般	和	2.3392	用	活動	生活	手足の動作	4	0.866
OP	ヒキカエル	引き替える		動詞-一般	和	2.1501	用	関係	作用	変換・交換	4	0.866
OP	スギ	過ぎ	時間	接尾辞-名詞的-副詞可能	和	1.1670	体	関係	時間	時間的前後	4	0.866
OP	ワケ	訳		名詞-普通名詞-一般	和	1.3105	体	活動	言語	翻訳	4	0.866
OP	ヒキヌク	引き抜く		動詞-一般	和	2.3630	用	活動	待遇	人事	4	0.866
OP	スス	すす		副詞	和	x.xxxx					4	0.866
OP	ホンショ	本署		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	サイテイ	最低		名詞-普通名詞-形状詞可能	漢	3.1920	相	関係	量	程度	4	0.866
OP	スミ	スミ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ワカリアウ	分かり合う		動詞-一般	和	2.3062	用	活動	心	注意・認知・了解	4	0.866
OP	ハクブツ	博物		名詞-普通名詞-一般	漢	1.4000	体	生産物	物品	物品	4	0.866
OP	トメソデ	留め袖		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	モーニング	モーニング	morning	名詞-普通名詞-一般	外	1.3331	体	活動	生活	食生活	4	0.866
OP	ツク	付く		動詞-非自立可能	和	2.3066	用	活動	心	判断・推測・評価	4	0.866
OP	ヒラオカ	平岡		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	オオブネ	大船		名詞-普通名詞-一般	和	1.4660	体	生産物	機械	乗り物（海上）	4	0.866
OP	トウホウ	東宝		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	モモコ	モモコ		名詞-固有名詞-人名-名	固						4	0.866
OP	サチコ	サチコ		名詞-固有名詞-人名-名	固						4	0.866
OP	コウ	候		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ジョウジュ	成就		名詞-普通名詞-サ変可能	漢	1.3470	体	活動	行為	成功・失敗	4	0.866
OP	チョウソ	彫塑		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	イマサラ	今更		副詞	和	3.1670	相	関係	時間	時間的前後	4	0.866
OP	アカジ	赤字		名詞-普通名詞-一般	混	1.3750	体	活動	経済	損得	4	0.866
OP	イッポウ	一報		名詞-普通名詞-サ変可能	漢	1.3123	体	活動	言語	伝達・報知	4	0.866
OP	サキドリ	先取り		名詞-普通名詞-サ変可能	和	1.3700	体	活動	経済	取得	4	0.866
OP	トワ	永久		名詞-普通名詞-一般	和	1.1621	体	関係	時間	永久・一生	4	0.866
OP	スイカワリ	西瓜割り		名詞-普通名詞-一般	混	1.3370	体	活動	生活	遊楽	4	0.866
OP	ジーエルピー	ＧＬＰ		名詞-普通名詞-一般	記号	x.xxxx					4	0.866
OP	メイジョウ	名城		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	タニムラ	タニムラ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	コーラ	コーラ	cola	名詞-普通名詞-一般	外	1.4350	体	生産物	食料	飲料・たばこ	4	0.866
OP	サソウ	誘う		動詞-一般	和	2.3520	用	活動	交わり	応接・送迎	4	0.866
OP	コツコツ	こつこつ		副詞	和	x.xxxx					4	0.866
OP	ヤスミ	休み		名詞-普通名詞-一般	和	1.1633	体	関係	時間	日	4	0.866
OP	ヒキツレ	引き攣れ		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ミギウデ	右腕		名詞-普通名詞-一般	和	1.5603	体	自然	身体	手足・指	4	0.866
OP	カミガタ	上方		名詞-普通名詞-一般	和	1.1741	体	関係	空間	上下	4	0.866
OP	サッ	サッ		名詞-固有名詞-人名-一般	固	x.xxxx					4	0.866
OP	ヨウヘキ	擁壁		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	タンカ	炭化		名詞-普通名詞-サ変可能	漢	1.5160	体	自然	物質	物質の変化	4	0.866
OP	コークス	コークス	Koks	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	サンプル	サンプル	sample	名詞-普通名詞-一般	外	1.1040	体	関係	事柄	本体・代理	4	0.866
OP	ハンガー	ハンガー	hanger	名詞-普通名詞-一般	外	1.4450	体	生産物	住居	棚・台・壇など	4	0.866
OP	ナカオチアイ	ナカオチアイ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	リョウ	涼		名詞-普通名詞-一般	漢	1.5150	体	自然	物質	気象	4	0.866
OP	タイセキ	体積		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ニッツウ	日通		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	デンヤ	田野		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	トッサ	咄嗟		名詞-普通名詞-一般	漢	1.1671	体	関係	時間	即時	4	0.866
OP	テツノジョウ	テツノジョウ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	キド	木戸		名詞-普通名詞-一般	和	1.4420	体	生産物	住居	門・塀	4	0.866
OP	イセタン	伊勢丹		名詞-固有名詞-一般	固	1.2650	体	主体	社会	店・旅館・病院・劇場など	4	0.866
OP	サンカ	惨禍		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ニシワセダ	ニシワセダ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ビューティー	ビューティー	beauty	名詞-普通名詞-一般	外	3.1345	相	関係	様相	美醜	4	0.866
OP	ヨドバシ	ヨドバシ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	ミメイ	未明		名詞-普通名詞-副詞可能	漢	1.1635	体	関係	時間	朝晩	4	0.866
OP	タビカサナル	度重なる		動詞-一般	和	x.xxxx					4	0.866
OP	トオリスギル	通り過ぎる		動詞-一般	和	x.xxxx					4	0.866
OP	トヤマ	トヤマ		名詞-固有名詞-人名-姓	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	ミノワ	ミノワ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	サ	さ		助詞-終助詞	和	1.1920	体	関係	量	程度・限度	4	0.866
OP	クリエーティブ	クリエーティブ	creative	形状詞-一般	外	3.1331	相	関係	様相	特徴	4	0.866
OP	エージェンシー	エージェンシー	agency	名詞-普通名詞-一般	外	1.2650	体	主体	社会	店・旅館・病院・劇場など	4	0.866
OP	バイバイシュン	売買春		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	オカミ	女将		名詞-普通名詞-一般	和	1.2220	体	主体	仲間	主客	4	0.866
OP	ズケイ	図形		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ワカサ	ワカサ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	ジョウ	判官		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ハヤシカタ	囃子方		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	シンキョク	新曲		名詞-普通名詞-一般	漢	1.3230	体	活動	芸術	音楽	4	0.866
OP	シテ	仕手		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	マワシ	回し		接尾辞-名詞的-一般	和	x.xxxx					4	0.866
OP	トダエル	途絶える		動詞-一般	和	2.1503	用	関係	作用	終了・中止・停止	4	0.866
OP	カヨイアウ	通い合う		動詞-一般	和	2.1524	用	関係	作用	通過・普及など	4	0.866
OP	ディーティーピー	ＤＴＰ		名詞-普通名詞-一般	記号	x.xxxx					4	0.866
OP	ウケミ	受け身		名詞-普通名詞-一般	和	1.3430	体	活動	行為	行為・活動	4	0.866
OP	エステ	エステ	aesthetic	名詞-普通名詞-一般	外	1.3334	体	活動	生活	保健・衛生	4	0.866
OP	シューレ	シューレ	Schule	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	スワ	スワ		名詞-固有名詞-人名-姓	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	チバ	チバ		名詞-固有名詞-人名-姓	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	レーザー	レーザー	laser	名詞-普通名詞-一般	外	1.5010	体	自然	自然	光	4	0.866
OP	サルエ	サルエ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	チヒョウ	地表		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	サンセット	サンセット	sunset	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ハッケイ	八景		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ユリカモメ	ゆりかもめ		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ハルミ	ハルミ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	スイホウ	スイホウ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
